id,truncated,total connections,actual connections,appearance count,correct appearances,incorrect appearances,vocab
1753,FALSE,13,14,8,0,8,/m/0s69k
,,,,,,,
1789,FALSE,21,22,8,0,8,/m/03fvqg
,,,,,,,
1851,FALSE,15,16,8,0,8,/m/02xhpl
,,,,,,,
1910,FALSE,32,33,89,1,88,/m/0126rp
,,,,,,,
2000,FALSE,16,17,8,0,8,/m/02lq10
,,,,,,,
2083,FALSE,27,28,8,0,8,/m/05218gr
,,,,,,,
2128,FALSE,14,15,8,0,8,/m/0q19t
,,,,,,,
2172,FALSE,23,24,8,0,8,/m/07xpm
,,,,,,,
2328,FALSE,37,38,8,0,8,/m/0bby9p5
,,,,,,,
2361,FALSE,16,17,8,0,8,/m/02cw8s
,,,,,,,
2613,FALSE,25,26,8,0,8,/m/0dm5l
,,,,,,,
2710,FALSE,19,20,8,0,8,/m/07_s4b
,,,,,,,
2853,FALSE,14,15,8,0,8,/m/0n6bs
,,,,,,,
2927,FALSE,16,17,8,0,8,/m/0ckrgs
,,,,,,,
2960,FALSE,24,25,8,0,8,/m/01qqwp9
,,,,,,,
3133,FALSE,25,26,8,0,8,/m/016kz1
,,,,,,,
3145,FALSE,25,26,8,0,8,/m/02n9bh
,,,,,,,
3241,FALSE,14,15,8,0,8,/m/01h320
,,,,,,,
3289,FALSE,23,24,8,0,8,/m/02pzxlw
,,,,,,,
3356,FALSE,14,15,8,0,8,/m/03kdl
,,,,,,,
3361,FALSE,17,18,8,0,8,/m/01w_d6
,,,,,,,
3420,FALSE,35,36,8,0,8,/m/01sxdy
,,,,,,,
3478,FALSE,40,41,8,0,8,/m/0fpj4lx
,,,,,,,
3514,FALSE,8,9,8,0,8,/m/01_8w2
,,,,,,,
3562,FALSE,16,17,8,0,8,/m/04s7y
,,,,,,,
3569,FALSE,14,15,8,0,8,/m/059_y8d
,,,,,,,
3625,FALSE,13,14,8,0,8,/m/01gfq4
,,,,,,,
3927,FALSE,27,28,8,0,8,/m/036px
,,,,,,,
3938,FALSE,17,18,8,0,8,/m/0fxyd
,,,,,,,
3981,FALSE,16,17,8,0,8,/m/0m8_v
,,,,,,,
4170,FALSE,13,14,8,0,8,/m/0bvqq
,,,,,,,
4289,FALSE,28,29,8,0,8,/m/01lnyf
,,,,,,,
4369,FALSE,35,36,8,0,8,/m/045w_4
,,,,,,,
4457,FALSE,16,17,8,0,8,/m/019r_1
,,,,,,,
4473,FALSE,84,85,89,1,88,/m/03y82t6
,,,,,,,
4498,FALSE,4,5,8,0,8,/m/0tct_
,,,,,,,
4558,FALSE,4,5,8,0,8,/m/0mpfn
,,,,,,,
4808,FALSE,7,8,8,0,8,/m/019z7b
,,,,,,,
4838,FALSE,17,18,8,0,8,/m/01s73z
,,,,,,,
4890,FALSE,24,25,8,0,8,/m/026cl_m
,,,,,,,
4922,FALSE,16,17,8,0,8,/m/054bt3
,,,,,,,
4944,FALSE,6,7,8,0,8,/m/03rzvv
,,,,,,,
5024,FALSE,7,8,8,0,8,/m/0278rq7
,,,,,,,
5031,FALSE,10,11,8,0,8,/m/02m__
,,,,,,,
5051,FALSE,21,22,8,0,8,/m/02bxjp
,,,,,,,
5062,FALSE,16,17,8,0,8,/m/0b0pf
,,,,,,,
5071,FALSE,20,21,8,0,8,/m/02rxbmt
,,,,,,,
5096,FALSE,10,11,8,0,8,/m/0bm7fy
,,,,,,,
5193,FALSE,14,15,8,0,8,/m/0xn5b
,,,,,,,
5230,FALSE,19,20,8,0,8,/m/054k_8
,,,,,,,
5308,FALSE,3,4,8,0,8,/m/0jf1v
,,,,,,,
5368,FALSE,15,16,8,0,8,/m/01wqlc
,,,,,,,
5413,FALSE,23,24,8,0,8,/m/0f1pyf
,,,,,,,
5420,FALSE,14,15,8,0,8,/m/03ctv8m
,,,,,,,
5456,FALSE,23,24,8,0,8,/m/09lmb
,,,,,,,
5505,FALSE,18,19,89,1,88,/m/080z7
,,,,,,,
5594,FALSE,14,15,8,0,8,/m/0172jm
,,,,,,,
5645,FALSE,8,9,8,0,8,/m/01y81r
,,,,,,,
5926,FALSE,11,12,8,0,8,/m/03y5ky
,,,,,,,
6015,FALSE,27,28,8,0,8,/m/0flpy
,,,,,,,
6090,FALSE,12,13,8,0,8,/m/01w2v
,,,,,,,
6137,FALSE,6,7,8,0,8,/m/04cygb3
,,,,,,,
6138,FALSE,10,11,8,0,8,/m/05v954
,,,,,,,
6235,FALSE,11,12,8,0,8,/m/0125q1
,,,,,,,
6287,FALSE,18,19,8,0,8,/m/0xl08
,,,,,,,
6299,FALSE,24,25,8,0,8,/m/01vw917
,,,,,,,
6323,FALSE,25,26,8,0,8,/m/0q9vf
,,,,,,,
6516,FALSE,16,17,8,0,8,/m/05d1dy
,,,,,,,
6523,FALSE,31,32,8,0,8,/m/01c3q
,,,,,,,
6551,FALSE,11,12,8,0,8,/m/0py8j
,,,,,,,
6683,FALSE,17,18,8,0,8,/m/0d0mbj
,,,,,,,
6684,FALSE,12,13,8,0,8,/m/06sn8m
,,,,,,,
6906,FALSE,27,28,8,0,8,/m/06pr6
,,,,,,,
7122,FALSE,16,17,8,0,8,/m/082mw
,,,,,,,
7188,FALSE,17,18,8,0,8,/m/0b2ds
,,,,,,,
7200,FALSE,7,8,8,0,8,/m/0mnsf
,,,,,,,
7208,FALSE,16,17,8,0,8,/m/04ngn
,,,,,,,
7226,FALSE,12,13,8,0,8,/m/01zp33
,,,,,,,
7271,FALSE,36,37,8,0,8,/m/02p2zq
,,,,,,,
7283,FALSE,14,15,8,0,8,/m/0164r9
,,,,,,,
7369,FALSE,21,22,8,0,8,/m/08l0x2
,,,,,,,
7407,FALSE,16,17,8,0,8,/m/095bb
,,,,,,,
7427,FALSE,16,17,8,0,8,/m/03jg5t
,,,,,,,
7491,FALSE,14,15,8,0,8,/m/0281y0
,,,,,,,
7527,FALSE,30,31,8,0,8,/m/0276jmv
,,,,,,,
7587,FALSE,17,18,8,0,8,/m/016kb7
,,,,,,,
7600,FALSE,7,8,8,0,8,/m/0dwly
,,,,,,,
7681,FALSE,9,10,8,0,8,/m/05y8n7
,,,,,,,
7740,FALSE,29,30,8,0,8,/m/081l_
,,,,,,,
7744,FALSE,16,17,8,0,8,/m/0jpmt
,,,,,,,
7835,FALSE,21,22,8,0,8,/m/02mx98
,,,,,,,
7862,FALSE,25,26,8,0,8,/m/024_41
,,,,,,,
7865,FALSE,6,7,8,0,8,/m/05ll37
,,,,,,,
7898,FALSE,20,21,8,0,8,/m/03_f0
,,,,,,,
7919,FALSE,8,9,8,0,8,/m/0193f
,,,,,,,
7948,FALSE,9,10,8,0,8,/m/016cff
,,,,,,,
8043,FALSE,15,16,8,0,8,/m/0jfqp
,,,,,,,
8053,FALSE,27,28,8,0,8,/m/07sbk
,,,,,,,
8115,FALSE,19,20,8,0,8,/m/05d6q1
,,,,,,,
8126,FALSE,16,17,8,0,8,/m/04s0m
,,,,,,,
8203,FALSE,22,23,8,0,8,/m/02clgg
,,,,,,,
8214,FALSE,6,7,8,0,8,/m/05f3q
,,,,,,,
8231,FALSE,11,12,8,0,8,/m/02wd48
,,,,,,,
8239,FALSE,5,6,8,0,8,/m/037h1k
,,,,,,,
8243,FALSE,22,23,8,0,8,/m/08xwck
,,,,,,,
8260,FALSE,24,25,8,0,8,/m/01w9mnm
,,,,,,,
8362,FALSE,15,16,8,0,8,/m/03y7ml
,,,,,,,
8465,FALSE,25,26,8,0,8,/m/0gs5q
,,,,,,,
8538,FALSE,10,11,8,0,8,/m/0b275x
,,,,,,,
8587,FALSE,13,14,8,0,8,/m/020d5
,,,,,,,
8638,FALSE,8,9,8,0,8,/m/0kt64b
,,,,,,,
8639,FALSE,11,12,8,0,8,/m/015y2q
,,,,,,,
8702,FALSE,15,16,8,0,8,/m/040dv
,,,,,,,
8709,FALSE,7,8,8,0,8,/m/01kwh5j
,,,,,,,
8724,FALSE,5,6,8,0,8,/m/05ls3r
,,,,,,,
8743,FALSE,14,15,8,0,8,/m/022fj_
,,,,,,,
8762,FALSE,19,20,8,0,8,/m/05mgj0
,,,,,,,
8858,FALSE,10,11,8,0,8,/m/0d6n1
,,,,,,,
8934,FALSE,22,23,8,0,8,/m/0353tm
,,,,,,,
8946,FALSE,13,14,8,0,8,/m/0g293
,,,,,,,
9068,FALSE,15,16,8,0,8,/m/01rv7x
,,,,,,,
9096,FALSE,12,13,8,0,8,/m/013gwb
,,,,,,,
9114,FALSE,16,17,8,0,8,/m/04lg6
,,,,,,,
9202,FALSE,10,11,8,0,8,/m/09tlc8
,,,,,,,
9274,FALSE,8,9,8,0,8,/m/0gp_x9
,,,,,,,
9314,FALSE,17,18,8,0,8,/m/02flqd
,,,,,,,
9318,FALSE,12,13,8,0,8,/m/0rrwt
,,,,,,,
9341,FALSE,7,8,8,0,8,/m/07tcs
,,,,,,,
9427,FALSE,17,18,8,0,8,/m/0dr5y
,,,,,,,
9438,FALSE,15,16,8,0,8,/m/06l32y
,,,,,,,
9443,FALSE,12,13,8,0,8,/m/026h21_
,,,,,,,
9504,FALSE,13,14,8,0,8,/m/0517bc
,,,,,,,
9542,FALSE,15,16,8,0,8,/m/019q50
,,,,,,,
9544,FALSE,12,13,8,0,8,/m/04knvh
,,,,,,,
9556,FALSE,5,6,8,0,8,/m/029rk
,,,,,,,
9617,FALSE,11,12,8,0,8,/m/0vjs6
,,,,,,,
9726,FALSE,12,13,8,0,8,/m/03_9x6
,,,,,,,
9762,FALSE,11,12,8,0,8,/m/09bkv
,,,,,,,
9860,FALSE,11,12,8,0,8,/m/06qxh
,,,,,,,
9899,FALSE,17,18,8,0,8,/m/07nvmx
,,,,,,,
9952,FALSE,18,19,8,0,8,/m/04x56
,,,,,,,
9970,FALSE,3,4,8,0,8,/m/02pvqmz
,,,,,,,
10043,FALSE,18,19,8,0,8,/m/01csqg
,,,,,,,
10050,FALSE,10,11,8,0,8,/m/0cqcgj
,,,,,,,
10088,FALSE,6,7,8,0,8,/m/09x7p1
,,,,,,,
10146,FALSE,26,27,8,0,8,/m/04qzm
,,,,,,,
10179,FALSE,7,8,8,0,8,/m/025rpb0
,,,,,,,
10223,FALSE,17,18,8,0,8,/m/03qx_f
,,,,,,,
10231,FALSE,22,23,8,0,8,/m/04j_gs
,,,,,,,
10235,FALSE,17,18,8,0,8,/m/0b22w
,,,,,,,
10269,FALSE,14,15,8,0,8,/m/03y8cbv
,,,,,,,
10282,FALSE,10,11,8,0,8,/m/02s838
,,,,,,,
10315,FALSE,28,29,8,0,8,/m/028kj0
,,,,,,,
10327,FALSE,15,16,8,0,8,/m/06kkgw
,,,,,,,
10343,FALSE,18,19,8,0,8,/m/016nvh
,,,,,,,
10366,FALSE,8,9,8,0,8,/m/0c031k6
,,,,,,,
10417,FALSE,12,13,8,0,8,/m/0n56v
,,,,,,,
10418,FALSE,12,13,8,0,8,/m/0206k5
,,,,,,,
10430,FALSE,32,33,8,0,8,/m/09w6br
,,,,,,,
10523,FALSE,7,8,8,0,8,/m/0cb1ky
,,,,,,,
10535,FALSE,9,10,8,0,8,/m/0x335
,,,,,,,
10546,FALSE,15,16,8,0,8,/m/0275kr
,,,,,,,
10563,FALSE,6,7,8,0,8,/m/0kc8y
,,,,,,,
10566,FALSE,23,24,8,0,8,/m/0j46b
,,,,,,,
10572,FALSE,15,16,8,0,8,/m/0l8gh
,,,,,,,
10573,FALSE,22,23,8,0,8,/m/0133sq
,,,,,,,
10574,FALSE,16,17,8,0,8,/m/05xd_v
,,,,,,,
10592,FALSE,19,20,8,0,8,/m/06cgf
,,,,,,,
10646,FALSE,8,9,8,0,8,/m/0v53x
,,,,,,,
10674,FALSE,19,20,8,0,8,/m/03yf5g
,,,,,,,
10706,FALSE,12,13,8,0,8,/m/077jpc
,,,,,,,
10716,FALSE,8,9,8,0,8,/m/01t9_0
,,,,,,,
10722,FALSE,8,9,8,0,8,/m/0ymcz
,,,,,,,
10727,FALSE,17,18,8,0,8,/m/01507p
,,,,,,,
10751,FALSE,10,11,8,0,8,/m/0d63kt
,,,,,,,
10752,FALSE,13,14,8,0,8,/m/02xhwm
,,,,,,,
10810,FALSE,14,15,8,0,8,/m/03dn9v
,,,,,,,
10836,FALSE,10,11,8,0,8,/m/025r_t
,,,,,,,
10879,FALSE,10,11,8,0,8,/m/012jc
,,,,,,,
10918,FALSE,13,14,8,0,8,/m/069vt
,,,,,,,
10925,FALSE,13,14,8,0,8,/m/05b6c
,,,,,,,
10947,FALSE,7,8,8,0,8,/m/0mpzm
,,,,,,,
11007,FALSE,14,15,8,0,8,/m/08_hns
,,,,,,,
11018,FALSE,14,15,8,0,8,/m/0h1k6
,,,,,,,
11019,FALSE,6,7,8,0,8,/m/0n920
,,,,,,,
11028,FALSE,23,24,8,0,8,/m/02pp1
,,,,,,,
11029,FALSE,11,12,8,0,8,/m/044kwr
,,,,,,,
11099,FALSE,22,23,8,0,8,/m/015qq1
,,,,,,,
11103,FALSE,10,11,8,0,8,/m/09dfcj
,,,,,,,
11111,FALSE,8,9,8,0,8,/m/0lcdk
,,,,,,,
11174,FALSE,26,27,8,0,8,/m/015bwt
,,,,,,,
11204,FALSE,13,14,8,0,8,/m/0b57p6
,,,,,,,
11235,FALSE,20,21,8,0,8,/m/01xysf
,,,,,,,
11243,FALSE,13,14,8,0,8,/m/07y_r
,,,,,,,
11266,FALSE,10,11,8,0,8,/m/09v38qj
,,,,,,,
11285,FALSE,12,13,8,0,8,/m/01x3g
,,,,,,,
11292,FALSE,15,16,8,0,8,/m/04dyqk
,,,,,,,
11298,FALSE,18,19,8,0,8,/m/058bzgm
,,,,,,,
11303,FALSE,7,8,8,0,8,/m/04kcn
,,,,,,,
11312,FALSE,22,23,8,0,8,/m/03188
,,,,,,,
11349,FALSE,17,18,8,0,8,/m/01rzxl
,,,,,,,
11382,FALSE,12,13,8,0,8,/m/0jnb0
,,,,,,,
11397,FALSE,10,11,8,0,8,/m/0fltx
,,,,,,,
11414,FALSE,11,12,8,0,8,/m/031rp3
,,,,,,,
11416,FALSE,10,11,8,0,8,/m/0436zq
,,,,,,,
11434,FALSE,10,11,8,0,8,/m/015mlw
,,,,,,,
11442,FALSE,7,8,8,0,8,/m/07s72n
,,,,,,,
11452,FALSE,3,4,8,0,8,/m/023907r
,,,,,,,
11453,FALSE,13,14,8,0,8,/m/0147w8
,,,,,,,
11458,FALSE,8,9,8,0,8,/m/0167bx
,,,,,,,
11511,FALSE,3,4,8,0,8,/m/0f_j1
,,,,,,,
11560,FALSE,8,9,8,0,8,/m/09pxc
,,,,,,,
11654,FALSE,10,11,8,0,8,/m/0rn0z
,,,,,,,
11714,FALSE,10,11,8,0,8,/m/048ldh
,,,,,,,
11720,FALSE,13,14,8,0,8,/m/06b4wb
,,,,,,,
11749,FALSE,13,14,8,0,8,/m/0266bd5
,,,,,,,
11757,FALSE,11,12,8,0,8,/m/08y7b9
,,,,,,,
11779,FALSE,12,13,8,0,8,/m/010016
,,,,,,,
11890,FALSE,8,9,8,0,8,/m/05clg8
,,,,,,,
11894,FALSE,16,17,8,0,8,/m/036hnm
,,,,,,,
11902,FALSE,20,21,8,0,8,/m/01dbgw
,,,,,,,
11904,FALSE,9,10,8,0,8,/m/03s2dj
,,,,,,,
11908,FALSE,17,18,8,0,8,/m/050llt
,,,,,,,
11917,FALSE,15,16,8,0,8,/m/0fhsz
,,,,,,,
11925,FALSE,9,10,8,0,8,/m/05fh2
,,,,,,,
11932,FALSE,18,19,8,0,8,/m/0gpmp
,,,,,,,
11956,FALSE,7,8,8,0,8,/m/013wf1
,,,,,,,
11960,FALSE,11,12,8,0,8,/m/0m8vm
,,,,,,,
11965,FALSE,19,20,8,0,8,/m/0bsj9
,,,,,,,
11991,FALSE,17,18,8,0,8,/m/0880p
,,,,,,,
12054,FALSE,7,8,8,0,8,/m/02c98m
,,,,,,,
12059,FALSE,8,9,8,0,8,/m/01fc50
,,,,,,,
12124,FALSE,11,12,8,0,8,/m/0yj9v
,,,,,,,
12183,FALSE,3,4,8,0,8,/m/0gj95
,,,,,,,
12190,FALSE,14,15,8,0,8,/m/01npw8
,,,,,,,
12192,FALSE,4,5,8,0,8,/m/03k99c
,,,,,,,
12216,FALSE,17,18,8,0,8,/m/079kr
,,,,,,,
12326,FALSE,9,10,8,0,8,/m/02_nkp
,,,,,,,
12397,FALSE,7,8,8,0,8,/m/0mkp7
,,,,,,,
12421,FALSE,16,17,8,0,8,/m/0mnz0
,,,,,,,
12429,FALSE,17,18,8,0,8,/m/0pgm3
,,,,,,,
12498,FALSE,7,8,8,0,8,/m/01l5t6
,,,,,,,
12528,FALSE,16,17,8,0,8,/m/01wmcbg
,,,,,,,
12543,FALSE,9,10,8,0,8,/m/0r0ls
,,,,,,,
12614,FALSE,6,7,8,0,8,/m/06c6l
,,,,,,,
12616,FALSE,19,20,8,0,8,/m/02zy1z
,,,,,,,
12627,FALSE,7,8,8,0,8,/m/05ff6
,,,,,,,
12634,FALSE,14,15,8,0,8,/m/013m4v
,,,,,,,
12641,FALSE,12,13,8,0,8,/m/01jz6d
,,,,,,,
12674,FALSE,9,10,8,0,8,/m/0jcx1
,,,,,,,
12696,FALSE,10,11,8,0,8,/m/0jnkr
,,,,,,,
12701,FALSE,15,16,8,0,8,/m/02681_5
,,,,,,,
12734,FALSE,14,15,8,0,8,/m/07db6x
,,,,,,,
12801,FALSE,4,5,8,0,8,/m/011hq1
,,,,,,,
12819,FALSE,17,18,8,0,8,/m/0841v
,,,,,,,
12835,FALSE,8,9,8,0,8,/m/01q8wk7
,,,,,,,
12869,FALSE,9,10,8,0,8,/m/02jx_v
,,,,,,,
12918,FALSE,6,7,8,0,8,/m/02975m
,,,,,,,
12975,FALSE,15,16,8,0,8,/m/0cn_tpv
,,,,,,,
13143,FALSE,18,19,8,0,8,/m/0yldt
,,,,,,,
13176,FALSE,13,14,8,0,8,/m/01vs8ng
,,,,,,,
13216,FALSE,11,12,8,0,8,/m/05f260
,,,,,,,
13234,FALSE,16,17,8,0,8,/m/07gyp7
,,,,,,,
13262,FALSE,14,15,8,0,8,/m/01gpkz
,,,,,,,
13271,FALSE,3,4,8,0,8,/m/01ddth
,,,,,,,
13371,FALSE,9,10,8,0,8,/m/0ccxx6
,,,,,,,
13388,FALSE,2,3,8,0,8,/m/0kpw3
,,,,,,,
13411,FALSE,12,13,8,0,8,/m/0b_cr
,,,,,,,
13463,FALSE,10,11,8,0,8,/m/01qqwn
,,,,,,,
13469,FALSE,9,10,8,0,8,/m/04kqk
,,,,,,,
13477,FALSE,10,11,8,0,8,/m/0678gl
,,,,,,,
13530,FALSE,9,10,8,0,8,/m/0jpkg
,,,,,,,
13634,FALSE,4,5,8,0,8,/m/07rfp
,,,,,,,
13644,FALSE,8,9,8,0,8,/m/0flsf
,,,,,,,
13694,FALSE,7,8,8,0,8,/m/01spm
,,,,,,,
13721,FALSE,7,8,8,0,8,/m/01cd7p
,,,,,,,
13797,FALSE,1,2,8,0,8,/m/08yh93
,,,,,,,
13854,FALSE,14,15,8,0,8,/m/01nd6v
,,,,,,,
13925,FALSE,4,5,8,0,8,/m/0205m3
,,,,,,,
14000,FALSE,3,4,8,0,8,/m/01nzmp
,,,,,,,
14172,FALSE,12,13,8,0,8,/m/0x1y7
,,,,,,,
14235,FALSE,3,4,8,0,8,/m/01flzb
,,,,,,,
14320,FALSE,3,4,8,0,8,/m/028fjr
,,,,,,,
1126,TRUE,738,500,573,7,566,/m/02jx1
,,,,,,,
871,FALSE,122,123,88,1,87,/m/04wvhz
,,,,,,,
1543,FALSE,61,62,88,1,87,/m/0bcndz
,,,,,,,
1945,FALSE,56,57,88,1,87,/m/040db
,,,,,,,
2612,FALSE,153,154,88,1,87,/m/09qv_s
,,,,,,,
2761,FALSE,102,103,88,1,87,/m/05glt
,,,,,,,
4434,FALSE,113,114,88,1,87,/m/03j24kf
,,,,,,,
5870,FALSE,47,48,88,1,87,/m/03h_0_z
,,,,,,,
6145,FALSE,108,109,88,1,87,/m/02hv44_
,,,,,,,
9907,FALSE,14,15,88,1,87,/m/05t0zfv
,,,,,,,
4029,FALSE,105,106,87,1,86,/m/01r93l
,,,,,,,
4053,FALSE,58,59,87,1,86,/m/018009
,,,,,,,
7777,FALSE,41,42,87,1,86,/m/06182p
,,,,,,,
545,FALSE,104,105,86,1,85,/m/0bdw1g
,,,,,,,
1213,FALSE,443,444,318,4,314,/m/02l7c8
,,,,,,,
342,FALSE,60,61,85,1,84,/m/01pl14
,,,,,,,
1049,FALSE,53,54,85,1,84,/m/026390q
,,,,,,,
1952,FALSE,86,87,85,1,84,/m/0bx0l
,,,,,,,
2795,FALSE,77,78,85,1,84,/m/01y665
,,,,,,,
5830,FALSE,44,45,85,1,84,/m/02qmncd
,,,,,,,
6611,FALSE,55,56,85,1,84,/m/0kryqm
,,,,,,,
238,TRUE,636,500,626,8,618,/m/060c4
,,,,,,,
204,TRUE,516,500,314,4,310,/m/0d0vqn
,,,,,,,
2271,FALSE,226,227,237,3,234,/m/0c6qh
,,,,,,,
2856,FALSE,34,35,84,1,83,/m/02g0mx
,,,,,,,
3373,FALSE,87,88,84,1,83,/m/01309x
,,,,,,,
4822,FALSE,79,80,84,1,83,/m/0gg5qcw
,,,,,,,
5602,FALSE,82,83,84,1,83,/m/0ggx5q
,,,,,,,
5805,FALSE,90,91,84,1,83,/m/05sy_5
,,,,,,,
6738,FALSE,105,106,84,1,83,/m/07g1sm
,,,,,,,
6762,FALSE,53,54,84,1,83,/m/02b9g4
,,,,,,,
7515,FALSE,67,68,84,1,83,/m/01dtcb
,,,,,,,
386,TRUE,811,500,689,9,680,/m/02zsn
,,,,,,,
897,FALSE,40,41,83,1,82,/m/0bshwmp
,,,,,,,
4417,FALSE,88,89,83,1,82,/m/03nm_fh
,,,,,,,
5892,FALSE,30,31,83,1,82,/m/051z6rz
,,,,,,,
6311,FALSE,29,30,83,1,82,/m/034qbx
,,,,,,,
6856,FALSE,83,84,83,1,82,/m/02_7t
,,,,,,,
624,FALSE,316,317,232,3,229,/m/06mzp
,,,,,,,
4711,FALSE,208,209,157,2,155,/m/03bwzr4
,,,,,,,
394,FALSE,63,64,82,1,81,/m/06cv1
,,,,,,,
977,FALSE,113,114,82,1,81,/m/02lp1
,,,,,,,
1553,FALSE,127,128,82,1,81,/m/01x73
,,,,,,,
1839,FALSE,42,43,82,1,81,/m/035dk
,,,,,,,
3930,FALSE,39,40,82,1,81,/m/04cv9m
,,,,,,,
4046,FALSE,162,163,82,1,81,/m/01xqw
,,,,,,,
4833,FALSE,57,58,82,1,81,/m/03_l8m
,,,,,,,
5355,FALSE,83,84,82,1,81,/m/014gf8
,,,,,,,
5784,FALSE,31,32,82,1,81,/m/03vyw8
,,,,,,,
6860,FALSE,45,46,82,1,81,/m/0l786
,,,,,,,
7860,FALSE,42,43,82,1,81,/m/09px1w
,,,,,,,
8425,FALSE,59,60,82,1,81,/m/0c0k1
,,,,,,,
9056,FALSE,42,43,82,1,81,/m/019pkm
,,,,,,,
1123,TRUE,560,500,380,5,375,/m/0gq9h
,,,,,,,
6107,FALSE,114,115,156,2,154,/m/0g824
,,,,,,,
326,FALSE,100,101,81,1,80,/m/03v1s
,,,,,,,
477,FALSE,124,125,81,1,80,/m/03xq0f
,,,,,,,
1582,FALSE,66,67,81,1,80,/m/0gj9tn5
,,,,,,,
2567,FALSE,100,101,81,1,80,/m/03h_fk5
,,,,,,,
2842,FALSE,50,51,81,1,80,/m/0846v
,,,,,,,
3384,FALSE,38,39,81,1,80,/m/0d1qmz
,,,,,,,
3823,FALSE,71,72,81,1,80,/m/06_x996
,,,,,,,
4361,FALSE,96,97,81,1,80,/m/016fnb
,,,,,,,
4566,FALSE,100,101,81,1,80,/m/018w8
,,,,,,,
5804,FALSE,78,79,81,1,80,/m/04pk1f
,,,,,,,
5960,FALSE,58,59,81,1,80,/m/05b6rdt
,,,,,,,
6886,FALSE,54,55,81,1,80,/m/02fybl
,,,,,,,
7336,FALSE,61,62,81,1,80,/m/01s1zk
,,,,,,,
1461,FALSE,92,93,80,1,79,/m/012x4t
,,,,,,,
2774,FALSE,31,32,80,1,79,/m/078jt5
,,,,,,,
3532,FALSE,21,22,80,1,79,/m/0r679
,,,,,,,
4072,FALSE,50,51,80,1,79,/m/01cj6y
,,,,,,,
5224,FALSE,131,132,80,1,79,/m/016zp5
,,,,,,,
5581,FALSE,31,32,80,1,79,/m/01l2m3
,,,,,,,
10984,FALSE,36,37,80,1,79,/m/01lc5
,,,,,,,
64,TRUE,3612,500,3176,44,3132,/m/08mbj5d
,,,,,,,
1962,FALSE,321,322,223,3,220,/m/01pvkk
,,,,,,,
484,FALSE,101,102,79,1,78,/m/025jfl
,,,,,,,
675,FALSE,62,63,79,1,78,/m/02773nt
,,,,,,,
1419,FALSE,53,54,79,1,78,/m/07s93v
,,,,,,,
1453,FALSE,91,92,79,1,78,/m/01l1sq
,,,,,,,
1787,FALSE,82,83,79,1,78,/m/0gd0c7x
,,,,,,,
3591,FALSE,95,96,79,1,78,/m/03q0r1
,,,,,,,
3872,FALSE,42,43,79,1,78,/m/02jr6k
,,,,,,,
3977,FALSE,28,29,79,1,78,/m/0gcpc
,,,,,,,
4276,FALSE,43,44,79,1,78,/m/07m9cm
,,,,,,,
4309,FALSE,33,34,79,1,78,/m/012z8_
,,,,,,,
8265,FALSE,48,49,79,1,78,/m/070yzk
,,,,,,,
580,FALSE,194,195,150,2,148,/m/01bgqh
,,,,,,,
144,FALSE,8,9,7,0,7,/m/01rk91
,,,,,,,
151,FALSE,75,76,78,1,77,/m/01j5ts
,,,,,,,
153,FALSE,5,6,7,0,7,/m/0dwl2
,,,,,,,
338,FALSE,12,13,7,0,7,/m/09bjv
,,,,,,,
447,FALSE,14,15,7,0,7,/m/01fpvz
,,,,,,,
642,FALSE,243,244,149,2,147,/m/0hzlz
,,,,,,,
826,FALSE,12,13,7,0,7,/m/03mqj_
,,,,,,,
1160,FALSE,18,19,7,0,7,/m/0jmfv
,,,,,,,
1168,FALSE,24,25,7,0,7,/m/02knnd
,,,,,,,
1216,FALSE,17,18,7,0,7,/m/0r7fy
,,,,,,,
1388,FALSE,20,21,7,0,7,/m/02gx2k
,,,,,,,
1500,FALSE,16,17,7,0,7,/m/02jt1k
,,,,,,,
1646,FALSE,21,22,7,0,7,/m/02lz1s
,,,,,,,
1677,FALSE,7,8,7,0,7,/m/016v46
,,,,,,,
1765,FALSE,10,11,7,0,7,/m/0jcg8
,,,,,,,
1813,FALSE,12,13,7,0,7,/m/045bs6
,,,,,,,
1843,FALSE,26,27,7,0,7,/m/05d8vw
,,,,,,,
1846,FALSE,6,7,7,0,7,/m/0clz1b
,,,,,,,
1946,FALSE,17,18,7,0,7,/m/04xjp
,,,,,,,
2042,FALSE,6,7,7,0,7,/m/0z1cr
,,,,,,,
2053,FALSE,26,27,7,0,7,/m/01zmpg
,,,,,,,
2075,FALSE,28,29,7,0,7,/m/04gcd1
,,,,,,,
2180,FALSE,32,33,7,0,7,/m/0x2p
,,,,,,,
2240,FALSE,106,107,78,1,77,/m/0dg3n1
,,,,,,,
2241,FALSE,14,15,7,0,7,/m/01n6c
,,,,,,,
2400,FALSE,15,16,7,0,7,/m/0r1jr
,,,,,,,
2428,FALSE,26,27,7,0,7,/m/0d1mp3
,,,,,,,
2505,FALSE,12,13,7,0,7,/m/0mwh1
,,,,,,,
2511,FALSE,15,16,7,0,7,/m/02vm9nd
,,,,,,,
2534,FALSE,21,22,7,0,7,/m/02pzz3p
,,,,,,,
2587,FALSE,17,18,7,0,7,/m/036gdw
,,,,,,,
2679,FALSE,18,19,7,0,7,/m/06n6p
,,,,,,,
2823,FALSE,14,15,7,0,7,/m/0d22f
,,,,,,,
